run_id,created_at,finished_at,status,source,arch,dataset,device,N,time,encoder,poisson_rate_scale,poisson_deterministic,encoder_rate_boost,c1_out,c2_out,c3_out,wta_enable,ei_enable,homeo_enable,adapt_thresh_enable,greedy_enable,greedy_n1,greedy_n2,first_spike_only,spikes_per_sample,energy_proxy_per_sample,assigned_neurons,total_neurons,neurons_per_class_min,neurons_per_class_max,neurons_per_class_mean,neurons_per_class_cv,best_readout_name,best_readout_acc,run_dir
20260504T093816Z_c7b09ead45d5,2026-05-04T09:38:16Z,2026-05-04T10:31:54Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.007,True,1.0,32,64,,1,0,0,1,1,2500,,,40788.5304,40788.5304,636,16384,,,,,counts_zscore+Linear,0.1945,runs_csnn/20260504T093816Z_c7b09ead45d5
20260504T103159Z_495506eec83e,2026-05-04T10:31:59Z,2026-05-04T11:25:25Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,,1,0,0,1,1,2500,,,44627.052,44627.052,641,16384,,,,,counts_zscore+Linear,0.195,runs_csnn/20260504T103159Z_495506eec83e
20260504T112530Z_f9f7224d9ee7,2026-05-04T11:25:30Z,2026-05-04T12:19:17Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.009,True,1.0,32,64,,1,0,0,1,1,2500,,,48248.595,48248.595,641,16384,,,,,counts_zscore+Linear,0.192,runs_csnn/20260504T112530Z_f9f7224d9ee7
20260504T121922Z_5b7f226bbcd5,2026-05-04T12:19:22Z,2026-05-04T13:12:52Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.01,True,1.0,32,64,,1,0,0,1,1,2500,,,51630.691,51630.691,645,16384,,,,,counts_zscore+Linear,0.193,runs_csnn/20260504T121922Z_5b7f226bbcd5
20260504T135703Z_5ce9ecdc0cf4,2026-05-04T13:57:03Z,2026-05-04T14:50:36Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,64,128,,1,0,0,1,1,2500,,,89273.6182,89273.6182,641,32768,,,,,counts_zscore+Linear,0.1885,runs_csnn/20260504T135703Z_5ce9ecdc0cf4
20260504T163333Z_ba20815e8b06,2026-05-04T16:33:33Z,2026-05-04T17:26:03Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,64,128,,1,0,0,1,1,5000,,,89274.1196,89274.1196,642,32768,,,,,counts_zscore+Linear,0.1895,runs_csnn/20260504T163333Z_ba20815e8b06
20260504T194855Z_44be2767daf4,2026-05-04T19:48:55Z,2026-05-04T19:49:32Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,100,20,poisson,0.008,True,1.0,32,64,128,1,0,0,1,1,40,40,,13966.08,13966.08,67,8192,,,,,counts_zscore+Linear,0.1,runs_csnn/20260504T194855Z_44be2767daf4
20260504T194946Z_6c1b8c28e5c9,2026-05-04T19:49:46Z,2026-05-04T21:02:36Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,5000,100,poisson,0.008,True,1.0,32,64,128,1,0,0,1,1,2000,2000,,58709.6832,58709.6832,164,8192,,,,,counts_zscore+Linear,0.173,runs_csnn/20260504T194946Z_6c1b8c28e5c9
20260505T041502Z_846e7f33ee14,2026-05-05T04:15:02Z,2026-05-05T04:35:15Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,0,1,1,300,300,,61226.666666666664,61226.666666666664,145,8192,0,19,7.25,0.7502674909435343,,,runs_csnn/20260505T041502Z_846e7f33ee14
20260505T080432Z_a8d1d58c82b5,2026-05-05T08:04:32Z,2026-05-05T08:25:07Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,300,300,,30047.253333333334,30047.253333333334,147,8192,0,17,7.35,0.7566326339481622,,,runs_csnn/20260505T080432Z_a8d1d58c82b5
20260505T101258Z_c4c431028516,2026-05-05T10:12:58Z,2026-05-05T10:29:51Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,800,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,200,200,1,7259.04,7259.04,16,8192,0,6,0.9411764705882353,1.9445436482630054,,,runs_csnn/20260505T101258Z_c4c431028516
20260505T112546Z_f51c4ceb5f03,2026-05-05T11:25:46Z,2026-05-05T11:44:11Z,ok,runs_csnn/registry.jsonl,csnn,cifar100:20,cuda,1200,100,poisson,0.008,1,,32,64,128,1,0,1,1,1,300,300,,38349.973333333335,38349.973333333335,151,8192,1,17,7.55,0.6219174233953734,,,runs_csnn/20260505T112546Z_f51c4ceb5f03
